datetime,humidity,co2,soil,temperature
"12/12/65,08:48",64.3,461.11,44.2,30.49
"12/12/65,08:50",64.19,463.93,40.6,30.67
"12/12/65,08:52",64.03,452.36,43,30.82
"12/12/65,08:54",65.02,456.63,41,31.09
"12/12/65,08:56",63.2,451.44,35.8,31.32
"12/12/65,08:58",61.57,449.02,40.6,31.42
"12/12/65,09:00",61.56,450.72,42.8,31.46
"12/12/65,09:02",61.2,458.13,40.6,31.72
"12/12/65,09:04",59.31,447.91,39.8,31.9
"12/12/65,09:06",58.97,447.15,40.4,31.99
"12/12/65,09:08",57.8,449.23,40.6,32.07
"12/12/65,09:10",57.59,451.94,37.8,32.27
"12/12/65,09:12",57.29,456.16,38.4,32.55
"12/12/65,09:14",55.51,453.37,34.4,32.75
"12/12/65,09:16",56.25,452.19,31.6,32.95
"12/12/65,09:18",54.81,450.4,23.2,33.1
"12/12/65,09:20",55.21,456.36,34.2,33.22
"12/12/65,09:22",54.12,456.33,28,33.33
"12/12/65,09:24",54.59,452.65,36.2,33.47
"12/12/65,09:26",54.41,447.66,30.8,33.6
"12/12/65,09:28",55.13,457.2,32.8,33.88
"12/12/65,09:30",55.12,457.76,27.6,34.21
"12/12/65,09:32",54.8,452.35,31.6,34.35
"12/12/65,09:34",52.93,447.85,28.2,34.24
"12/12/65,09:36",52,441.32,31.6,34
"12/12/65,09:38",52.02,446.3,28.8,33.9
"12/12/65,09:40",52.4,444.69,29.8,33.94
"12/12/65,09:42",54.23,439.49,23.2,34.05
"12/12/65,09:44",54.45,437.55,32.2,34.35
"12/12/65,09:46",51.82,437.62,32.4,34.72
"12/12/65,09:48",51.74,444.19,22.2,35
"12/12/65,09:50",51.33,444.22,22,35.29
"12/12/65,09:52",47.92,440.85,40.6,35.5
"12/12/65,09:54",48.16,442.88,26.2,35.29
"12/12/65,09:56",48,443.99,27,35.2
"12/12/65,09:58",47.57,443.41,19.8,35.02
"12/12/65,10:00",49.08,445.75,29.2,34.86
"12/12/65,10:02",49.38,441.04,21.2,34.78
"12/12/65,10:04",49.19,443.51,22.2,34.79
"12/12/65,10:06",49.9,445.58,17.2,35.05
"12/12/65,10:08",49.94,439.73,26.2,35.12
"12/12/65,10:10",49.01,438.29,21,35.07
"12/12/65,10:12",47.78,446.48,19.6,34.99
"12/12/65,10:14",47.28,445.47,19.2,34.9
"12/12/65,10:16",47.36,446.79,23,34.81
"12/12/65,10:18",48.22,441.23,22.2,34.97
"12/12/65,10:20",48.29,452.6,25.6,35.2
"12/12/65,10:22",47.95,442.67,21.8,35.23
"12/12/65,10:24",48.88,439.41,16.6,35.21
"12/12/65,10:26",46.91,438.32,13.4,35.23
"12/12/65,10:28",46.43,442.67,18.2,35.13
"12/12/65,10:30",46.74,444.15,25,35.17
"12/12/65,10:32",47.16,441.9,17.8,35.13
"12/12/65,10:34",47.27,443.48,19.4,35.29
"12/12/65,10:36",48.91,437.74,23.6,35.48
"12/12/65,10:38",47.93,435.74,20.4,35.87
"12/12/65,10:40",47,441.11,14.4,36.06
"12/12/65,10:42",44.96,437.04,24.4,36.19
"12/12/65,10:44",45.58,441.75,21,36.16
"12/12/65,10:46",46.39,446.64,17.6,35.94
"12/12/65,10:48",45.24,441.57,17.8,35.71
"12/12/65,10:50",46.41,443.44,19,35.41
"12/12/65,10:52",46.27,445.33,21.8,35.1
"12/12/65,10:54",46.78,461.06,17.2,34.85
"12/12/65,10:56",47.91,450.53,25.4,35.02
"12/12/65,10:58",46.65,444.65,17.6,35.2
"12/12/65,11:00",45.63,442.18,18.4,35.23
"12/12/65,11:02",46.27,445.51,16.8,35.21
"12/12/65,11:04",45.59,446.41,12.6,35.24
"12/12/65,11:06",46.02,438.1,17.4,34.93
"12/12/65,11:08",47.35,441.68,19.8,34.72
"12/12/65,11:10",46.9,445.14,22,34.66
"12/12/65,11:12",47.2,439.47,15.8,34.72
"12/12/65,11:14",47.31,445.04,17,34.9
"12/12/65,11:16",47.07,444.84,9.4,35.05
"12/12/65,11:18",46.4,440.44,12,35.21
"12/12/65,11:20",47.17,451.53,21.4,35.37
"12/12/65,11:22",46.57,447.13,15.8,35.61
"12/12/65,11:24",48.17,438.29,24.8,35.47
"12/12/65,11:26",46.42,438.3,20.4,35.43
"12/12/65,11:28",46.25,437.45,15.6,35.1
"12/12/65,11:30",46.82,442.6,21.6,35.02
"12/12/65,11:32",49.68,439,12.2,35.21
"12/12/65,11:34",48.01,438.86,24,35.41
"12/12/65,11:36",46.8,442.49,25.6,35.54
"12/12/65,11:38",47.12,441.56,10.6,35.3
"12/12/65,11:40",48.16,444.83,15,35.37
"12/12/65,11:42",45.98,439.17,14.4,35.18
"12/12/65,11:44",45.51,441.32,13.6,35
"12/12/65,11:46",47.75,448.04,14.6,34.73
"12/12/65,11:48",47.49,446.09,18.6,34.78
"12/12/65,11:50",47.6,440.8,13.4,34.52
"12/12/65,11:52",47.94,451.19,23.2,34.55
"12/12/65,11:54",46.31,452.43,13.4,34.65
"12/12/65,11:56",46.7,441.52,18.8,34.63
"12/12/65,11:58",47.46,439.22,23.4,35.05
"12/12/65,12:00",46.81,447.52,19,35.44
"12/12/65,12:02",45.83,453.75,18.8,35.71
"12/12/65,12:04",46,450.57,18.4,35.68
"12/12/65,12:06",44.58,443.12,21,35.98
"12/12/65,12:08",44.3,442.03,17.6,35.98
"12/12/65,12:10",44.29,444.58,21.2,35.81
"12/12/65,12:12",46.31,444.16,19.6,35.88
"12/12/65,12:14",46.71,442.32,23.4,36.08
"12/12/65,12:16",45.77,436.62,18.6,36.31
"12/12/65,12:18",46.27,443.33,21.6,36.65
"12/12/65,12:20",44.38,444.99,21.6,37.03
"12/12/65,12:22",45.01,443.52,14.4,37.33
"12/12/65,12:24",43.05,447.86,19.2,36.96
"12/12/65,12:26",43.19,447.39,16,36.5
"12/12/65,12:28",44.83,458.82,18,36.49
"12/12/65,12:30",45.35,441.64,12.8,36.47
"12/12/65,12:32",46.32,446.05,22.6,36.65
"12/12/65,12:34",44.59,445.19,18.4,36.45
"12/12/65,12:36",44.4,452.56,16.4,36.01
"12/12/65,12:38",45.32,459.25,15.2,35.37
"12/12/65,12:40",44.9,455.14,23.4,35.29
"12/12/65,12:42",44.98,458.58,23,35.21
"12/12/65,12:44",46.14,445.78,22,34.67
"12/12/65,12:46",46.75,456.04,16.8,34.31
"12/12/65,12:48",49.39,452.5,22.4,34.27
"12/12/65,12:50",47.95,450.08,17.6,34.03
"12/12/65,12:52",48.53,444.74,25,34.11
"12/12/65,12:54",47.99,440.09,14.4,34.46
"12/12/65,12:56",47.81,444.97,20.8,34.69
"12/12/65,12:58",47.02,439.47,15.2,35.06
"12/12/65,13:00",46.71,437.44,22.8,35.48
"12/12/65,13:02",45.16,442.49,16.4,35.8
"12/12/65,13:04",44.62,441.44,20.8,36.01
"12/12/65,13:06",45,445.49,21.2,36.09
"12/12/65,13:08",43.98,442.69,23.8,36.32
"12/12/65,13:10",43.48,448.47,12.8,36.52
"12/12/65,13:12",43.19,451.61,24.2,36.69
"12/12/65,13:14",44.69,450.31,18.4,36.82
"12/12/65,13:16",43.3,465.67,19.8,36.92
"12/12/65,13:18",43.13,455.56,20.2,37.23
"12/12/65,13:20",41.85,451.7,13.2,37.09
"12/12/65,13:22",42.25,447.77,14.4,36.98
"12/12/65,13:24",43.04,445.51,22.6,37.05
"12/12/65,13:26",43.19,445.22,17.2,36.9
"12/12/65,13:28",43.66,443.46,9.6,36.83
"12/12/65,13:30",42.11,444.24,16.2,36.76
"12/12/65,13:32",42.79,441.58,23,36.82
"12/12/65,13:34",41.09,440.34,17.8,36.63
"12/12/65,13:36",43.17,439.92,15,36.36
"12/12/65,13:38",41.68,445.52,16,36.25
"12/12/65,13:40",43.64,443.11,16.4,36.26
"12/12/65,13:42",44.42,448.1,14.6,36.43
"12/12/65,13:44",45.37,440.26,14.8,36.61
"12/12/65,13:46",43.21,432.42,18.6,36.7
"12/12/65,13:48",42.86,431.65,17.4,36.47
"12/12/65,13:50",44.22,442.77,19,36.43
"12/12/65,13:52",42.9,441.33,11.4,36.76
"12/12/65,13:54",41.39,452.55,17.4,36.97
"12/12/65,13:56",41.9,447.08,19.8,36.87
"12/12/65,13:58",42.8,441.11,17.8,36.67
"12/12/65,14:00",43.57,444.34,16.6,36.55
"12/12/65,14:02",43.5,458.26,17.8,36.59
"12/12/65,14:04",41.27,439.73,18,36.84
"12/12/65,14:06",40.85,439.29,20.4,36.93
"12/12/65,14:08",41.79,437.19,19.8,37.16
"12/12/65,14:10",41.49,438.08,15.4,37.41
"12/12/65,14:12",40.27,447.85,17,37.55
"12/12/65,14:14",41.36,442.57,19.8,37.89
"12/12/65,14:16",41.37,437.23,20.4,38.34
"12/12/65,14:18",39.89,441.14,21,38.71
"12/12/65,14:20",41.2,431.41,22.2,39.12
"12/12/65,14:22",39.36,429.02,14.2,39.29
"12/12/65,14:24",37.84,437.08,18.2,39.12
"12/12/65,14:26",37.69,444.73,18.4,38.88
"12/12/65,14:28",39.17,444.72,17,38.77
"12/12/65,14:30",39.24,451.11,18,38.67
"12/12/65,14:32",38.73,449.19,22,38.53
"12/12/65,14:34",39.19,444.07,13,37.88
"12/12/65,14:36",40.59,442.33,11.8,37.51
"12/12/65,14:38",40.23,445.35,11.2,37.17
"12/12/65,14:40",42.36,442.75,12.2,36.9
"12/12/65,14:42",41.22,438.14,11.4,36.4
"12/12/65,14:44",41.43,439.62,19.4,36.05
"12/12/65,14:46",42.3,448.62,12.8,35.95
"12/12/65,14:48",43.06,444.95,16.4,35.98
"12/12/65,14:50",41.24,436.03,14,35.94
"12/12/65,14:52",42.34,437.07,13.6,35.77
"12/12/65,14:54",42.36,444.2,17.6,35.78
"12/12/65,14:56",42.41,436.12,20.4,35.73
"12/12/65,14:58",42.09,441.32,12.4,35.78
"12/12/65,15:00",43.25,442.44,19,35.73
"12/12/65,15:02",43.27,445.58,14.6,35.78
"12/12/65,15:04",43.87,443.13,20.8,35.84
"12/12/65,15:06",43.59,435.87,18.8,35.84
"12/12/65,15:08",42.87,440.07,13.6,35.83
"12/12/65,15:10",43.44,437.15,25.6,35.88
"12/12/65,15:12",43.37,438.25,21.4,35.91
"12/12/65,15:14",42.18,433.6,19.8,35.89
"12/12/65,15:16",41.77,430.88,10.6,35.7
"12/12/65,15:18",41.53,435.96,22.2,35.57
"12/12/65,15:20",41.76,438.81,12.2,35.41
"12/12/65,15:22",42.62,439.78,19.2,35.27
"12/12/65,15:24",42.33,440.09,14.4,35.02
"12/12/65,15:26",43.64,421.74,22.4,34.78
"12/12/65,15:28",44.83,440.47,19.2,34.73
"12/12/65,15:30",45.3,440.23,25.6,34.95
"12/12/65,15:32",42.06,444.18,23.2,35.2
"12/12/65,15:34",42.01,433.53,18.2,35.36
"12/12/65,15:36",42.11,435.99,26.4,35.68
"12/12/65,15:38",42.45,435.46,23.4,36.04
"12/12/65,15:40",41.33,435.41,25.6,36.12
"12/12/65,15:42",40.06,433.96,26.2,36.09
"12/12/65,15:44",41.17,431.21,27.6,35.95
"12/12/65,15:46",41.6,434.47,24.2,35.83
"12/12/65,15:48",41.39,440.44,25,35.41
"12/12/65,15:50",40.47,440.25,26.8,35.3
"12/12/65,15:52",41.17,445.62,22.8,35.32
"12/12/65,15:54",41.08,439.51,16.6,35.46
"12/12/65,15:58",41.95,433.24,36,35.68
"12/12/65,16:00",40.87,432.99,14,35.84
"12/12/65,16:02",40.93,430.14,22,35.74
"12/12/65,16:04",41.21,435.59,18.6,35.68
"12/12/65,16:06",41.31,431.47,23.4,35.7
"12/12/65,16:08",41.07,442.65,20.6,35.53
"12/12/65,16:10",42.49,432.44,17.8,35.51
"12/12/65,16:12",42.06,435.06,18.2,35.55
"12/12/65,16:14",42.85,427.4,17.6,35.64
"12/12/65,16:16",41.12,427.77,18,35.5
"12/12/65,16:18",42.2,433.23,27,35.47
"12/12/65,16:20",41.83,437.13,22.6,35.38
"12/12/65,16:22",42.04,431.92,23,35.32
"12/12/65,16:24",42.11,439.47,21.8,35.18
"12/12/65,16:26",42.55,431.34,25.8,35.13
"12/12/65,16:28",41.87,433.27,22.8,35.02
"12/12/65,16:30",42.04,432.1,17,34.89
"12/12/65,16:32",42.46,437.72,19.4,34.61
"12/12/65,16:34",42.94,435.16,22,34.31
"12/12/65,16:36",43.4,431.65,21.6,33.93
"12/12/65,16:38",44.14,427.21,16.2,33.64
"12/12/65,16:40",44.54,433.33,21,33.42
"12/12/65,16:42",45.25,433.86,19.6,33.23
"12/12/65,16:44",45.53,432.08,23.4,33.04
"12/12/65,16:46",45.83,438.14,19.4,32.86
"12/12/65,16:48",46.04,433.32,28,32.67
"12/12/65,16:50",46.94,430.28,21,32.5
"12/12/65,16:52",46.68,438.16,27.6,32.3
"12/12/65,16:54",47.15,434.08,32.4,32.17
"12/12/65,16:56",47.03,436.29,22,32.08
"12/12/65,16:58",47.9,433.25,27.8,31.94
"12/12/65,17:00",47.77,424,32.6,31.81
"12/12/65,17:02",48.29,442.86,29.6,31.75
"12/12/65,17:04",48.51,434.19,30.8,31.65
"12/12/65,17:06",48.45,433.72,36,31.56
"12/12/65,17:08",49.62,430.85,42.2,31.46
"12/12/65,17:10",49.3,434.71,35.8,31.39
"12/12/65,17:12",50.44,433.53,38,31.35
"12/12/65,17:14",51.44,431.44,43.8,31.26
"12/12/65,17:16",51.1,436.58,38,31.21
"12/12/65,17:18",51.07,435.72,37.6,31.09
"12/12/65,17:20",51.75,437.05,41,30.98
"12/12/65,17:22",51.83,434.66,36.8,30.88
"12/12/65,17:24",51.99,438.8,36.4,30.84
"12/12/65,17:26",52.75,438.51,45,30.71
"12/12/65,17:28",53.03,441.71,42.2,30.61
"12/12/65,17:30",53.78,443.13,42.6,30.56
"12/12/65,17:32",54.01,431.81,38.6,30.47
"12/12/65,17:34",54.29,439.13,42.6,30.36
"12/12/65,17:36",54.44,437.58,48.8,30.26
"12/12/65,17:38",55.29,451.51,45.6,30.19
"12/12/65,17:40",55.34,450.33,47.2,30.13
"12/12/65,17:42",56.37,443.92,41.2,30.05
"12/12/65,17:44",54.93,437.93,50,29.91
"12/12/65,17:46",57.13,440.11,47.6,29.82
"12/12/65,17:48",56.65,440.72,48.8,29.75
"12/12/65,17:50",55.87,447.7,49.2,29.64
"12/12/65,17:52",55.73,447.8,50.6,29.57
"12/12/65,17:54",56.09,448.32,48.4,29.51
"12/12/65,17:56",56.4,445.2,43.8,29.4
"12/12/65,17:58",58.4,447.63,47.6,29.34
"12/12/65,18:00",58.66,450.65,53.4,29.26
"12/12/65,18:02",58.2,449.74,49.8,29.17
"12/12/65,18:04",59.63,453.12,51.4,29.09
"12/12/65,18:06",59.41,446.95,47.6,28.99
"12/12/65,18:08",59.93,454.77,43.6,28.96
"12/12/65,18:10",60.34,454.8,48.4,28.89
"12/12/65,18:12",61.16,453.49,43.8,28.83
"12/12/65,18:14",62.2,455.26,51.2,28.76
"12/12/65,18:16",61.74,448.84,41.8,28.68
"12/12/65,18:18",61.64,447.08,43.6,28.58
"12/12/65,18:20",61.53,450.5,51.2,28.45
"12/12/65,18:22",61.26,458.95,45,28.4
"12/12/65,18:24",61.36,450.65,50,28.36
"12/12/65,18:26",62.72,445.09,51,28.29
"12/12/65,18:28",62.8,441.39,46,28.27
"12/12/65,18:30",62.46,440.45,50.2,28.22
"12/12/65,18:32",62.23,451.5,50.2,28.19
"12/12/65,18:34",62.55,453.44,49.2,28.15
"12/12/65,18:36",62.09,448.99,50.4,28.11
"12/12/65,18:38",62.84,458.42,50.8,28.11
"12/12/65,18:40",63.2,450.35,46.6,28.12
"12/12/65,18:42",63.34,454.24,52,28.09
"12/12/65,18:44",63.1,459.97,45.8,28.08
"12/12/65,18:46",63.85,456.38,53.4,28.07
"12/12/65,18:48",63.21,456.27,51.6,28.01
"12/12/65,18:50",62.55,453.73,52.8,27.97
"12/12/65,18:52",62.54,448.93,43.8,28
"12/12/65,18:54",62.55,448.65,52,28
"12/12/65,18:56",62.61,456.89,48,28
"12/12/65,18:58",62.66,450.75,51.2,28
"12/12/65,19:00",62.97,464.24,51.6,28.03
"12/12/65,19:02",62.63,451.96,55.6,28.01
"12/12/65,19:04",62.67,440.93,53.4,28.01
"12/12/65,19:06",62.68,441.5,49.8,28.01
"12/12/65,19:08",62.41,445,53.6,28.03
"12/12/65,19:10",63.23,445.18,48.2,28.04
"12/12/65,19:12",62.51,443.88,52.8,28.01
"12/12/65,19:14",62.34,443.69,51.4,27.98
"12/12/65,19:16",62.75,440.51,49.8,28
"12/12/65,19:18",62.4,442.75,54.2,27.95
"12/12/65,19:20",62.56,439.89,48.8,27.95
"12/12/65,19:22",62.79,439.7,54,27.97
"12/12/65,19:24",63.37,444.43,47.4,27.97
"12/12/65,19:26",63.84,460.86,46.2,27.95
"12/12/65,19:28",63.12,448.21,53.6,27.94
"12/12/65,19:30",63.89,445.95,48.2,27.88
"12/12/65,19:32",64.27,448.02,54.6,27.84
"12/12/65,19:34",65.2,452.85,51.6,27.8
"12/12/65,19:36",65.53,449.96,57.6,27.74
"12/12/65,19:38",65.87,462.54,51.6,27.73
"12/12/65,19:40",66.46,461.24,52.6,27.71
"12/12/65,19:42",66.73,459.15,49,27.69
"12/12/65,19:44",67.71,466.16,55.4,27.6
"12/12/65,19:46",68.17,471.56,44.8,27.59
"12/12/65,19:48",68.41,474.01,53.2,27.52
"12/12/65,19:50",68.68,468.42,50,27.42
"12/12/65,19:52",69.38,475.75,63.2,27.33
"12/12/65,19:54",69.88,472.26,54,27.25
"12/12/65,19:56",69.76,468.47,50.4,27.13
"12/12/65,19:58",69.31,460.47,55.6,27.09
"12/12/65,20:00",68.15,458.21,51.4,26.98
"12/12/65,20:02",67.77,455.72,53.8,26.91
"12/12/65,20:04",67.7,452.25,49.2,26.87
"12/12/65,20:06",67.67,456.89,55.6,26.84
"12/12/65,20:08",67.75,461.32,56.8,26.84
"12/12/65,20:10",67.69,458.04,50.6,26.87
"12/12/65,20:12",68.05,452.86,56.6,26.84
"12/12/65,20:14",69.41,461.55,50.6,26.84
"12/12/65,20:16",69.32,465.36,54.6,26.87
"12/12/65,20:18",69.63,458.78,52.4,26.85
"12/12/65,20:20",69.83,461.81,54.8,26.88
"12/12/65,20:22",70.35,459.31,51.8,26.85
"12/12/65,20:24",70.39,464.38,56,26.85
"12/12/65,20:26",70.76,459.67,54,26.79
"12/12/65,20:28",70.95,457.47,55,26.75
"12/12/65,20:30",71.35,454.38,49.8,26.69
"12/12/65,20:32",71.55,467.53,50.6,26.64
"12/12/65,20:34",71.76,464.64,55,26.59
"12/12/65,20:36",72.21,470.63,52,26.54
"12/12/65,20:38",72.49,461.18,55.4,26.5
"12/12/65,20:40",72.73,470.55,49.6,26.43
"12/12/65,20:42",72.92,466.81,58,26.36
"12/12/65,20:44",73.46,465.89,55,26.31
"12/12/65,20:46",73.47,464.2,52,26.31
"12/12/65,20:48",73.53,465.18,54.6,26.24
"12/12/65,20:50",73.37,458.2,55.8,26.2
"12/12/65,20:52",73.69,467.88,49,26.2
"12/12/65,20:54",72.68,460.79,56.4,26.16
"12/12/65,20:56",72.14,458.59,46.6,26.16
"12/12/65,20:58",72.82,454.42,57.4,26.13
"12/12/65,21:00",72.23,455.22,53.8,26.11
"12/12/65,21:02",72.36,452.67,54.6,26.13
"12/12/65,21:04",72.86,457.1,50.2,26.11
"12/12/65,21:06",73.05,452.23,56,26.1
"12/12/65,21:08",73.1,465.23,52.2,26.09
"12/12/65,21:10",73.4,458.01,55.4,26.07
"12/12/65,21:12",73.28,466.15,51,26.1
"12/12/65,21:14",73.35,464.36,56.2,26.06
"12/12/65,21:16",73.61,462.36,54.4,26.01
"12/12/65,21:18",73.88,466.96,56.6,25.97
"12/12/65,21:20",73.95,471.26,51.2,25.92
"12/12/65,21:22",74.31,470.02,59,25.9
"12/12/65,21:24",74.45,475.72,52.8,25.83
"12/12/65,21:26",74.58,476.24,58.6,25.76
"12/12/65,21:28",74.67,494.81,55.2,25.75
"12/12/65,21:30",75.05,485.19,50.8,25.69
"12/12/65,21:32",75.17,485.46,57.6,25.66
"12/12/65,21:34",75.18,496.35,47.2,25.61
"12/12/65,21:36",75.37,491.76,59,25.58
"12/12/65,21:38",75.54,487.92,54.6,25.54
"12/12/65,21:40",75.71,485.83,52.8,25.52
"12/12/65,21:42",76.29,481.54,56.8,25.41
"12/12/65,21:44",76.31,494.31,53.6,25.39
"12/12/65,21:46",76.81,485.93,57.2,25.31
"12/12/65,21:48",76.97,492.89,55.4,25.31
"12/12/65,21:50",77.11,482.36,51.6,25.25
"12/12/65,21:52",77.04,488.09,57.2,25.27
"12/12/65,21:54",76.93,497.15,47.6,25.22
"12/12/65,21:56",77.05,494.44,57,25.22
"12/12/65,21:58",77,499.05,55.2,25.18
"12/12/65,22:00",77.05,493.34,54.4,25.17
"12/12/65,22:02",77.14,487.72,51.2,25.13
"12/12/65,22:04",77.46,496.88,51.2,25.11
"12/12/65,22:06",77.63,491.95,56,25.06
"12/12/65,22:08",77.99,489.07,61.2,25.01
"12/12/65,22:10",78.04,491.9,56,24.98
"12/12/65,22:12",78.45,491.52,55.6,25
"12/12/65,22:14",78.47,491.14,54.4,24.96
"12/12/65,22:16",78.55,494.87,52.4,24.94
"12/12/65,22:18",78.89,494.8,58,24.88
"12/12/65,22:20",79.06,497.2,57,24.88
"12/12/65,22:22",79.03,503.48,59.2,24.87
"12/12/65,22:24",78.92,518.21,57.4,24.87
"12/12/65,22:26",78.82,512.98,47,24.87
"12/12/65,22:28",78.92,516.15,57.6,24.9
"12/12/65,22:30",78.75,521.06,51.8,24.88
"12/12/65,22:32",78.9,513.54,55.2,24.87
"12/12/65,22:34",78.41,510.83,54,24.91
"12/12/65,22:36",78.36,513.45,50.8,24.91
"12/12/65,22:38",77.29,504.19,59.8,24.93
"12/12/65,22:40",77.1,496.1,56.6,24.97
"12/12/65,22:42",76.74,489.94,57.4,25.03
"12/12/65,22:44",76.42,484.81,54.4,25.06
"12/12/65,22:46",75.78,482.07,56.6,25.15
"12/12/65,22:48",75.27,472.84,52.6,25.19
"12/12/65,22:50",74.53,465.07,54,25.24
"12/12/65,22:52",74.48,463.72,57,25.32
"12/12/65,22:54",74.35,464.43,52.4,25.37
"12/12/65,22:56",73.55,453.63,49.8,25.42
"12/12/65,22:58",73.34,459.04,49.6,25.48
"12/12/65,23:00",73.24,454.47,58.4,25.52
"12/12/65,23:02",73.07,452.97,51.2,25.58
"12/12/65,23:04",72.72,457.42,57.8,25.62
"12/12/65,23:06",72.12,455.34,57.2,25.69
"12/12/65,23:08",72.1,452.79,52.6,25.73
"12/12/65,23:10",72.15,448.74,55.4,25.79
"12/12/65,23:12",71.34,444.7,51.4,25.79
"12/12/65,23:14",71.28,451.42,58,25.83
"12/12/65,23:16",71.11,452.93,56.4,25.88
"12/12/65,23:18",70.89,450.54,45.6,25.9
"12/12/65,23:20",70.41,445.29,55.2,25.92
"12/12/65,23:22",70.58,439.68,53.4,25.99
"12/12/65,23:24",70.18,441.71,59.8,25.99
"12/12/65,23:26",69.75,441.79,56.8,25.97
"12/12/65,23:28",69.14,439.95,51.6,25.96
"12/12/65,23:30",69.24,449.23,54.8,26
"12/12/65,23:32",68.71,445.04,52.4,26.07
"12/12/65,23:34",68.88,449.03,57.2,26.07
"12/12/65,23:36",67.95,450.02,53.2,26.13
"12/12/65,23:38",67.89,445.42,51.4,26.14
"12/12/65,23:40",67.61,440.19,52.4,26.14
"12/12/65,23:42",67.61,439.45,53.2,26.24
"12/12/65,23:44",67.12,451.52,55.6,26.2
"12/12/65,23:46",66.91,446.61,48,26.21
"12/12/65,23:48",66.65,448.02,56.6,26.21
"12/12/65,23:50",66.35,442.21,46.2,26.17
"12/12/65,23:52",66.15,442.05,54.4,26.23
"12/12/65,23:54",65.63,442.01,46.6,26.24
"12/12/65,23:56",65.7,443.95,54,26.26
"12/12/65,23:58",65.55,441.31,52.6,26.24
"13/12/65,00:00",65.43,437.17,54,26.26
"13/12/65,00:02",65.63,454.7,55.8,26.3
"13/12/65,00:04",65.33,448.18,48,26.27
"13/12/65,00:06",64.54,442.74,55.2,26.21
"13/12/65,00:08",65.21,434.6,54.2,26.17
"13/12/65,00:10",65.23,439.89,51,26.19
"13/12/65,00:12",65.07,442.57,54.2,26.17
"13/12/65,00:14",64.97,442.78,47.8,26.14
"13/12/65,00:16",65.46,446.08,58,26.14
"13/12/65,00:18",65.6,443.53,53.4,26.14
"13/12/65,00:20",65.6,445.61,50.4,26.1
"13/12/65,00:22",65.44,452.71,52.4,26.07
"13/12/65,00:24",65.38,451.55,52.2,26.06
"13/12/65,00:26",65.38,443.59,54.4,26.01
"13/12/65,00:28",65.4,451.36,52.8,26.03
"13/12/65,00:30",65.76,446.85,51,26.04
"13/12/65,00:32",65.27,444.74,56.6,26.06
"13/12/65,00:34",65.23,445.02,53.2,26.04
"13/12/65,00:36",65.23,452.4,50.8,26.1
"13/12/65,00:38",65.27,453.47,56.6,26.1
"13/12/65,00:40",65.05,452.75,52.8,26.06
"13/12/65,00:42",65.43,451.29,49.6,26.07
"13/12/65,00:44",65.24,447.99,55.6,26.07
"13/12/65,00:46",65.37,450.3,48.4,26.06
"13/12/65,00:48",65.28,443.8,47.8,26.03
"13/12/65,00:50",65.5,452.32,55.4,26.03
"13/12/65,00:52",65.7,451.05,52,25.97
"13/12/65,00:54",65.86,449.38,64.6,25.96
"13/12/65,00:56",65.76,452.62,53.8,25.92
"13/12/65,00:58",65.84,452.8,51.8,25.89
"13/12/65,01:00",65.96,454.05,50.6,25.88
"13/12/65,01:02",65.99,453.08,57.2,25.82
"13/12/65,01:04",66.18,447.41,50.8,25.8
"13/12/65,01:06",66.18,448.84,57,25.79
"13/12/65,01:08",65.92,449.17,52,25.79
"13/12/65,01:10",65.72,447.57,50.6,25.73
"13/12/65,01:12",65.64,445.52,57.2,25.75
"13/12/65,01:14",65.71,449.59,50.4,25.72
"13/12/65,01:16",66.04,442.6,52.4,25.7
"13/12/65,01:18",65.94,450.94,58.6,25.72
"13/12/65,01:20",65.7,453.31,50.4,25.69
"13/12/65,01:22",65.94,450.52,49.8,25.69
"13/12/65,01:24",65.7,441.99,56.6,25.62
"13/12/65,01:26",66,436.21,57.6,25.59
"13/12/65,01:28",66.27,454.92,52.4,25.55
"13/12/65,01:30",65.93,446.25,55.4,25.5
"13/12/65,01:32",66.33,443.94,55,25.46
"13/12/65,01:34",66.09,445.92,56.2,25.46
"13/12/65,01:36",66.32,445.37,51.4,25.45
"13/12/65,01:38",66.03,439.57,57.6,25.44
"13/12/65,01:40",66.09,446.88,52.6,25.46
"13/12/65,01:42",65.95,444.91,56.6,25.42
"13/12/65,01:44",65.99,445.51,51.4,25.44
"13/12/65,01:46",65.78,441.3,61,25.42
"13/12/65,01:48",65.68,451.46,51,25.44
"13/12/65,01:50",65.66,447.18,55.8,25.44
"13/12/65,01:52",65.91,443.82,55.6,25.44
"13/12/65,01:54",65.63,451.91,50.2,25.39
"13/12/65,01:56",65.48,448.98,57.6,25.37
"13/12/65,01:58",65.77,437.4,53.4,25.31
"13/12/65,02:00",65.53,437.11,52.2,25.37
"13/12/65,02:02",65.65,442.6,58,25.32
"13/12/65,02:04",65.75,445.41,52.6,25.35
"13/12/65,02:06",66.02,441.93,55,25.28
"13/12/65,02:08",66.23,443.76,58.6,25.27
"13/12/65,02:10",66.15,454.78,57,25.21
"13/12/65,02:12",66.26,445.86,48.4,25.17
"13/12/65,02:14",66.37,447.13,55.8,25.15
"13/12/65,02:16",66.25,445.47,50.2,25.14
"13/12/65,02:18",66.68,441.68,55.6,25.08
"13/12/65,02:20",66.92,439.15,56.8,25.06
"13/12/65,02:22",67.08,446.82,55.2,24.98
